query_id,category,original_query,used_segment_ids,article
21,seoul,서울특별시의회에서 대중교통 요금 인상 문제를 다룬 논의를 기사로 작성해 달라.,"[134139, 141612, 137387, 141187, 131916]","서울시의회, 대중교통 요금 인상과 무임수송제 개편 논의 활발

서울특별시의회에서는 최근 대중교통 요금 인상과 무임수송제 개편 문제를 두고 심도 있는 논의가 진행됐다. 윤영희 위원은 무임수송제의 지속 가능성에 대해 우려를 표하며, 현재 서울시 노인 인구가 급증하는 상황에서 2040년에는 전체 인구의 40%가 노인으로 무임수송 대상이 될 것이라 지적했다. 이에 대해 교통실장 윤종장은 노인 연령 상향과 공사의 자구 노력 필요성을 강조하며, 국가 차원의 법적 근거 마련과 지방자치단체의 다양한 정책 시도가 병행돼야 한다고 답변했다.

한편, 김용호 부위원장은 요금 인상에 대한 시민 부담을 고려하면서도 재정 건전성을 위해 불가피한 측면이 있음을 인정했다. 그는 인상 결정에 앞서 구체적인 데이터와 이용률 분석을 통해 시민들이 이해할 수 있는 방안을 마련할 필요가 있다고 제안했다. 이에 대해 안전총괄실장 최진석은 요금 인상이 늦어질 경우 장기적으로 급격한 부담 증가가 우려된다며, 4월 1일 자 인상 시행을 위한 절차적 시한을 언급했다.

서울시의회 교통위원장 이병윤 위원은 무임수송 연령 상향에 대한 시민 공감대가 형성돼 있다고 평가하면서도, 서울시 행정이 적극적인 정책 전환에 소극적인 점을 지적했다. 그는 지하철 요금 인상 계획이 정부 및 수도권 협의 문제로 지연되고 있음을 언급하며, 의회 차원에서 공청회 개최 등 시민 의견 수렴과 정책 추진에 앞장서겠다는 의지를 밝혔다. 교통실장 윤종장 역시 국가, 지방자치단체, 운송기관이 삼각 협력체계를 구축해 문제 해결에 나서야 한다고 강조했다.

이번 논의는 서울시 대중교통의 재정적 지속 가능성과 노인 복지 정책의 조화라는 복합적 과제를 안고 있다. 서울시의회는 시민 의견을 적극 반영하는 공론화 과정을 통해 무임수송제 개편과 요금 인상 문제에 대한 합리적 해법을 모색할 계획이다. 동시에 요금 인상 시기와 수준에 대해 신중한 검토와 구체적 데이터 기반의 의사결정이 요구되고 있다."
22,seoul,서울특별시의회 재개발로 인한 원주민 내몰림 문제 논의를 정리해 달라.,"[141227, 131741, 136635, 138817, 142993]","서울시의회, 재개발로 인한 원주민 내몰림 문제와 규제 완화 논의 집중

서울특별시의회는 최근 재개발과 도시재생 사업 과정에서 원주민 내몰림과 주거환경 열악 문제에 대해 집중적으로 논의했다. 윤종복 의원은 종로구 노후주택 거주민의 어려움을 사례로 들며, 자연경관지구 등 각종 규제로 인해 재개발 사업 추진이 어려워 원주민들이 고통받고 있다고 지적했다. 특히 종로구 옥인동 빌라 사례를 통해 일부 주민이 건축비 부담으로 사업 추진이 무산되는 현실을 강조하며, 규제 완화와 사업성 확보가 시급하다고 촉구했다.

이에 대해 오세훈 서울시장은 자연경관지구와 고도제한지구 등 규제 문제를 인지하고 있으며, 현재 관련 부서에서 건폐율과 층수 제한 완화 등 다양한 방안을 검토 중이라고 답변했다. 올해 상반기 중에는 구체적인 해법을 제시할 수 있도록 노력하겠다고 밝혔다. 또한, 윤 의원이 제안한 건축 규제 완화 연구 용역에 대해서도 신중한 검토가 필요하다는 입장을 보였다.

한편, 강동길 의원은 성북구 고려아파트의 열악한 주거환경과 이중 규제 문제를 집중 제기했다. 1977년에 지어진 이 아파트는 자연경관지구와 제1종 일반주거지역 규제로 인해 재건축이 사실상 불가능해 주민들이 안전 위협을 받고 있으며, 인근 지역과 형평성에도 맞지 않는다고 강조했다. 오 시장은 이에 공감하며, 인접 지역과 통합한 신속통합 재개발 후보지 선정과 함께 건축 규제 완화 방안을 신중히 검토하겠다고 답변했다.

이와 함께 서울시 균형발전본부장 김승원은 강북지역 등 상대적으로 낙후된 지역의 주거, 교육, 교통 등 균형 발전을 위한 다양한 사업을 추진 중임을 설명했다. 특히 장안평 일대 도시재생활성화계획 변경안에 대해 사업 기간 연장과 일부 사업 조정을 통해 자동차 산업 재생과 지역 활성화를 도모하고 있다고 밝혔다.

서울시의회는 이번 논의를 바탕으로 재개발과 도시재생 사업에서 원주민 보호와 주거환경 개선을 위한 규제 완화와 정책적 보완책 마련에 더욱 힘쓸 것을 주문했다. 서울시는 주민들의 안전과 주거복지 증진을 위해 관련 부서와 협력해 현실적인 대안을 조속히 마련할 계획이다."
23,seoul,서울특별시의회 청년 정신건강 지원 관련 논의를 기사화해 달라.,"[143395, 143706, 140241, 140242, 140146]","서울특별시의회, 청년 정신건강 지원 및 가족돌봄 청년 지원 현황 점검

서울특별시의회에서는 최근 청년 정신건강 지원과 가족돌봄 청년 지원 정책에 대한 심도 있는 논의를 진행했다. 이번 논의에서는 청년들의 주거 취약 문제와 돌봄 사각지대 해소, 그리고 가족돌봄 청년을 위한 간병비 부담 문제 등이 주요 쟁점으로 다뤄졌다.

회의에서 미래청년기획단은 주거 취약 청년들을 위한 전·월세 보증보험 지원과 청년 이사비 지원 사업에 대해 보고했다. 보증보험 사업은 높은 호응을 얻고 있으며, 중앙정부에서도 전국 사업화 계획을 제안한 상태다. 다만, 이사비 및 중개수수료 지원은 월세 상승 등으로 대상자가 줄어든 점을 보완하기 위해 홍보를 강화할 계획임을 밝혔다. 또한, 무중력지대 청년공간이 청년센터로 전환되어 보다 폭넓은 역할과 기능을 수행할 예정이며, 청년 커뮤니티 활성화와 정책 상담 등으로 진화할 것임을 설명했다.

한편, 가족돌봄 청년 지원과 관련해 이소라 부위원장은 간병비 부담이 큰 현실을 지적하며, 현재 장기요양보험과 장애인 활동보조 제도에서 가족 돌봄에 대한 경제적 보상이 미흡하다고 문제를 제기했다. 복지정책실은 가족돌봄에 대한 제도적 보상이 제한적임을 인정하며, 가족 돌봄에 대한 경제적 보상과 사회적 인정이 필요하다고 답변했다. 또한 서울시가 조사한 가족돌봄 청년 대상자가 900명에 달하는 만큼 중앙부처와 협력해 제도 개선을 추진할 계획임을 밝혔다.

이외에도 청년 전입 웰컴박스 사업의 만족도는 높으나, 사업의 지속성에 대한 재검토가 이루어지고 있으며, 청년 문화공간 조성에 관한 일부 예산 및 시설 구축의 어려움에 대해서도 토론이 있었다. 서울특별시의회는 앞으로도 청년과 가족 돌봄 지원 정책이 실효성 있게 추진될 수 있도록 집행부와의 긴밀한 협력을 이어갈 방침이다."
24,seoul,서울특별시의회에서 재정 건전성 문제를 다룬 발언을 정리해 달라.,[143650],"서울특별시의회, SH공사 재정 건전성 및 주택 정책 문제 집중 질의

서울특별시의회는 최근 서울주택도시공사(SH공사)의 재정 건전성과 관련된 문제를 심도 있게 다루며, 특히 장기전세주택의 법적 근거와 운영 실태에 대한 의원들의 우려가 제기됐다. 최재란 의원은 2009년 법제화 이전에 국민임대주택 승인분을 장기전세로 공급한 사례가 사장 방침에 따른 것이었으나, 공식 업무처리지침상 근거가 없다는 점을 지적하며 법적·도덕적 문제를 제기했다.

최 의원은 당시 장기전세로 발표된 주택이 사실상 국민임대주택 자격 기준으로 운영되면서 통계와 현실이 달랐고, 이에 따른 혼란과 시민들의 알 권리 침해가 발생했다고 비판했다. 또한 20년 임대 기간 종료 후 입주민들이 비슷한 주거환경으로 이주하기 어려운 현실과 임대료 인상 문제에 대해서도 심각한 우려를 표명했다. 그는 SH공사의 재정적자 현실화와 중장기 재무관리계획에 따라 재정 건전성 확보와 새로운 수익 모델 개발이 시급하다고 강조했다.

이에 대해 SH공사 김헌동 사장은 장기전세주택의 손실이 감가상각비 영향이 크고, 전체적으로는 수익이 발생하는 구조임을 설명하며, 현장의 목소리를 듣고 주택정책실과 협의해 문제 해결에 나서겠다고 답변했다. 또한 혼합주택 단지 내 분양세대와 임대세대 간 갈등 문제에 대해서도 법 개정과 주민 소통의 필요성을 인정하며, 보다 현실에 맞는 정책 마련을 위한 노력을 약속했다.

서울시의회는 이번 질의를 통해 SH공사의 재정 건전성과 주거 정책의 투명성, 그리고 시민 주거 안정성 확보를 위한 제도 개선과 정책적 보완을 촉구했다. 앞으로도 관련 자료 제출과 심층 논의를 통해 문제 해결 방안을 모색할 계획이다."
25,seoul,서울특별시의회 전동 킥보드 안전사고 관련 논의를 기사로 작성해 달라.,"[132389, 130894, 139386, 135573, 133039]","서울특별시의회, 전동킥보드 안전사고 대응 조례 개정안 가결

서울특별시의회는 최근 전동킥보드 등 개인형 이동장치의 안전사고와 무단 방치 문제에 선제적으로 대응하기 위해 ‘서울특별시 개인형 이동장치 이용안전 증진 조례 일부개정조례안’을 원안대로 가결했다. 이번 조례 개정은 전동킥보드 이용 급증에 따른 시민 불편과 안전 위협을 해소하고자 마련됐다.

회의에서 문성호 의원은 전동킥보드의 무분별한 주차 문제를 지적하며, 유동인구가 많은 지역에서 무단 방치된 킥보드가 보행자 안전을 위협한다고 강조했다. 이에 대해 서울시 교통실장 여장권은 현재 약 360여 개소의 개인형 이동장치 주차장이 공공에서 확보되어 있으나, 민간 운영업체가 직접 주차장 확보를 부담하는 구조가 현실적 어려움을 낳고 있다고 설명했다. 또한, 주차장 확보에 대한 공공과 민간의 역할 분담에 관한 추가 논의가 필요하다는 입장을 밝혔다.

수석전문위원 장훈은 2024년 9월 서울시 대시민 인식조사 결과를 인용해, 시민 79.2%가 타인의 전동킥보드 이용으로 불편을 경험했으며, 75.6%가 민간 대여 킥보드 운영 금지에 찬성하는 등 시민 안전에 대한 우려가 크다고 전했다. 아울러 서울시는 2024년 11월부터 사고 위험이 높은 도로 구간에 전동킥보드 통행을 금지하는 ‘킥보드 없는 거리’ 정책을 전국 최초로 시행할 예정임을 알렸다.

향후 과제로는 무단 주차 문제에 대한 실질적 관리 강화와 더불어, 전동킥보드 화재 예방 대책도 강조되었다. 박칠성 위원은 최근 도심 내 무인점포 등에서 전동킥보드 충전 중 화재가 빈번히 발생하고 있다며, 서울시 소방재난본부가 화재 예방 안내와 안전 대책을 더욱 강화할 필요가 있다고 주문했다.

이번 조례 개정을 통해 서울시는 전동킥보드 이용에 따른 안전사고를 줄이고, 보행자 안전을 확보하는 한편, 체계적인 관리와 규제 강화에 나설 계획이다. 다만, 주차장 확보와 운영 주체에 관한 문제, 그리고 화재 예방 등 세부 대책 마련은 지속적인 논의와 보완이 요구된다."
26,seoul,서울특별시의회 학급당 학생 수 문제를 다룬 논의를 정리해 달라.,[138764],"서울시의회, 학급당 학생 수 기준과 과밀학급 문제 집중 논의

서울특별시의회에서는 최근 학급당 학생 수 문제에 대해 심도 있는 논의가 진행되었다. 고광민 의원은 학급당 학생 수가 교육의 질과 학교 신설, 교원 배치 등 다양한 측면에 큰 영향을 미친다며, 현재 교육청이 제시하는 25~26명 기준의 객관성과 형평성에 대한 점검이 필요하다고 강조했다. 특히 일부 학교에서는 35명에 달하는 과밀학급이 존재하는 반면, 6~7명에 불과한 소규모 학급도 있어 편차가 크다는 지적이 나왔다.

교육행정국장 박상근은 초등학교는 25명, 중고등학교는 26명을 목표로 하고 있으나, 도심 공동화 현상으로 인해 지역별 학급당 학생 수가 크게 다르다고 설명했다. 또한, 교원 수 감축 등의 현실적인 어려움으로 인해 급격한 학급당 학생 수 감소는 쉽지 않으며, 서울시의 특성을 고려한 맞춤형 정책이 필요하다고 밝혔다. 아울러 교육부의 지침에 따라 학교 신설 시에는 급당 28명을 기준으로 중앙투자심사를 받는 점도 언급되었다.

고 의원은 이러한 기준이 학교 신설과 교육환경에 미치는 영향이 크다면서, 재개발 지역 내 학교 부지 기부채납이 학급당 학생 수 기준 미달로 무산되는 사례를 들며 정책적 기준의 재검토를 요청했다. 또한, 과밀학급 문제 해결을 위해 교육정책국과 학교지원과가 협력하여 객관적이고 공인된 기준을 마련하고, 정책 방향을 선제적으로 설정할 필요가 있다고 제안했다.

향후 교육청은 학급당 학생 수에 대한 정책적 방향을 명확히 하고, 과밀학급 해소와 교원 배치 문제를 포함한 현실적 대책 마련에 힘쓸 계획이다. 또한, 디지털 교육기기 도입과 관련된 예산 집행과 교육 효과성에 대해서도 면밀한 성과 평가를 실시하여 교육 재정의 효율성을 높이겠다는 입장을 밝혔다."
27,seoul,서울특별시의회 탄소중립 정책 관련 논의를 기사로 작성해 달라.,"[137822, 119132, 142251, 135760, 141818]","서울특별시의회, 탄소중립 정책과 ESG 경영 강화 논의 활발

서울특별시의회에서는 최근 서울연구원과 서울기술연구원의 통합을 계기로 탄소중립 정책과 ESG(환경·사회·지배구조) 경영에 대한 심도 있는 논의가 진행되었다. 이 자리에서 의원들은 탄소중립 실천을 위한 다양한 정책 추진 현황과 함께 연구 결과의 시정 반영 및 기관 운영의 투명성 강화 방안에 대해 질의응답을 이어갔다.

서울연구원은 통합 이후 연구조직을 재설계하고 디지털도시연구실과 탄소중립센터 등 신설 조직을 통해 서울시의 탄소중립과 온실가스 감축에 적극 대응하고 있음을 보고했다. 특히 건물 부문에서 온실가스 배출이 전체의 67%를 차지하는 만큼, 건물 에너지 효율화와 저탄소 건축물 지원 등 구체적인 감축 사업이 추진 중이다. 다만, 기존 기축건물의 탄소 저감에는 기술적 제약이 많아 보다 현실적인 대안 모색이 필요하다는 점도 언급되었다.

ESG 경영과 관련해서는 서울연구원이 친환경 인쇄 시범사업과 종이 인쇄 축소 계획을 시행 중이며, 사회적 약자를 위한 연구 강화와 봉사활동 참여 확대 등 사회적 책임 실천에도 노력을 기울이고 있다. 그러나 장애인 의무고용률 미달 문제 등 일부 경영 평가 지표에서 개선이 요구되는 부분도 지적되었다. 이에 대해 연구원 측은 통합을 계기로 인식 개선과 제도 보완에 힘쓰겠다고 답변했다.

또한 의원들은 연구 결과의 정책 반영 실태에 대해 문제를 제기하며, 연구 활용도 조사의 설문 문항과 조사 방식이 여전히 미흡하다고 지적했다. 서울연구원은 구체적인 정책 반영 내역을 조사해 보고하고 있으나, 보다 실효성 있는 조사 체계 구축과 공무원 대상 교육 강화가 필요하다는 데 공감하며 개선 의지를 밝혔다.

향후 서울특별시는 탄소중립 지원센터의 자치구 확대 설치, 시민 참여형 친환경 포인트 제도 강화, 목조건축물 확산 등 다양한 신규 사업을 통해 탄소중립 정책을 보다 체계적이고 실질적으로 추진할 계획이다. 의원들은 이러한 정책들이 시민들의 삶에 실질적 변화를 가져올 수 있도록 지속적인 점검과 협력을 당부했다."
28,seoul,서울특별시의회 지하철 혼잡 완화 정책을 둘러싼 논의를 정리해 달라.,"[134139, 140548, 141612, 134958, 118687]","서울특별시의회, 지하철 혼잡 완화와 무임수송제 개선 논의 활발

서울특별시의회 교통위원회에서는 최근 지하철 혼잡 완화와 무임수송제 개선을 중심으로 다양한 논의가 진행됐다. 특히 윤영희 위원은 급격히 증가하는 노인 인구와 무임수송제의 재정 부담 문제를 지적하며, 노인 무임승차 연령 상향과 할인 정책 조정 등 제도 개선의 필요성을 강조했다. 교통실장 윤종장은 노인복지법 시행령 해석 문제와 함께 국가 차원의 법적 근거 마련과 공사의 자구 노력 병행이 중요하다고 답변했다.

혼잡도 해소를 위한 노후 전동차 활용과 증차 계획도 주요 쟁점으로 떠올랐다. 윤기섭 위원은 4호선 등 혼잡 노선의 증차와 노후 전동차 연장 운행을 촉구했으며, 서울교통공사 측은 안전관리체계 승인 절차가 2~3개월 소요될 예정이나 최대한 빠른 시일 내에 증차 효과를 내겠다고 밝혔다. 또한 김포골드라인의 혼잡도도 개선되고 있으나 여전히 높은 수준임을 확인했다.

요금 인상과 재정 건전성 문제도 함께 다뤄졌다. 김용호 위원은 시민 부담과 재정 현실을 고려한 신중한 요금 인상 필요성을 제기했고, 집행부는 계약에 따른 인상 의무와 장기적 재정 부담 완화를 위한 계획을 설명했다. 한편, 서울교통공사는 1인 승무 도입 검토와 안전성 확보, 통합관제센터 구축 등 운영 효율화와 안전 강화 방안도 함께 추진 중임을 밝혔다.

회의에서는 독도 조형물 철거 논란과 지하철 시설물 관리, 직원 안전 및 복지, 그리고 보안 강화에 관한 문제도 다뤄졌다. 서울교통공사 사장은 시민 안전과 역사 내 동선 확보를 위한 조치임을 설명하며, 향후 소통과 계획 수립에 더욱 신중을 기하겠다고 답변했다. 또한 직원들의 임금 인상과 안전 환경 개선, 하드웨어 보안 강화 등에도 지속적인 노력을 약속했다.

서울특별시의회는 지하철 혼잡 완화와 무임수송제 개편이 시급한 과제로 인식하고 있으며, 시민 의견 수렴과 법적 근거 마련, 재정 건전성 확보를 위해 적극적인 논의를 이어갈 계획이다. 집행부와의 협력을 통해 실질적이고 지속 가능한 정책 전환이 이루어질 수 있도록 최선을 다할 방침이다."
29,seoul,서울특별시의회 소상공인 지원 정책 논의를 기사로 작성해 달라.,"[139888, 142476]","서울시의회, 소상공인 지원 정책 점검 및 개선 촉구

서울특별시의회는 최근 정례회에서 서울신용보증재단의 소상공인 지원 정책과 관련한 현황 점검 및 문제점에 대해 집중적으로 논의했다. 특히 신복자 위원과 김인제 위원은 대위변제율 상승과 부실채권 관리, 그리고 소상공인 생애주기별 지원 사업의 실적 저조 문제를 지적하며 보다 체계적이고 효과적인 지원 방안 마련을 촉구했다.

신복자 위원은 대위변제율이 전년 대비 크게 상승한 점을 심각하게 받아들이며, 부실 예방과 채권 회수에 대한 서울신용보증재단의 노력을 강화할 것을 요구했다. 이에 대해 주철수 이사장은 경기 악화에 따른 부실 증가를 예상했으나, 현재 중위권 수준의 부실률을 유지하고 있으며, 서울형 채무조정 사업과 위기의 소상공인 지원 사업을 통해 부실을 최소화하려 노력하고 있다고 답변했다. 다만, 부실채권의 조속한 회수와 재무구조 건전성 확보를 위한 전담팀 구성 계획도 밝혔다.

한편, 소상공인 생애주기별 종합지원 사업 중 자영업 클리닉의 실적이 전년 대비 크게 감소한 점에 대해 위원들은 사업의 지속 가능성과 효과성에 의문을 제기했다. 주 이사장은 예산 축소와 함께 디지털 전환 및 위기 소상공인 조기 발굴 등 새로운 사업이 병행되고 있음을 설명하며, 연말에 성과를 재검토하겠다고 밝혔다. 김인제 위원은 경영성과 목표와 실제 업무보고 간 괴리를 지적하며, 경영진의 업무 숙지 및 보고 체계 개선 필요성을 강조했다.

이번 회의에서는 비대면 신용보증 공급 확대 현황과 관련해 데이터의 불일치 문제도 드러났다. 서울신용보증재단의 기획조정실과 이사장 간 자료 차이가 확인되면서, 정확한 현황 파악과 투명한 정보 공유가 요구됐다. 의원들은 전반적으로 서울신용보증재단의 업무보고가 정례회에 걸맞지 않게 미흡하다고 평가하며, 보완된 보고와 철저한 경영 성과 관리 체계 구축을 주문했다.

서울시의회는 이번 논의를 바탕으로 소상공인 지원 정책의 실효성 제고와 재정 건전성 확보를 위한 후속 조치를 지속적으로 점검할 계획이다. 특히 위기 소상공인에 대한 조기 발굴과 선제적 지원, 부실채권 관리 강화, 그리고 디지털 전환 지원 등 다각적인 접근을 통해 서울시 소상공인들의 안정적인 경영 환경 조성에 힘쓸 것을 당부했다."
30,seoul,서울특별시의회에서 CCTV 설치 개선 문제를 다룬 발언을 정리해 달라.,"[118917, 132709, 142500, 144961, 136864]","서울시의회, CCTV 설치 및 운영 예산 집행 문제와 교량 안전시설 확충 논의

서울특별시의회에서는 최근 CCTV 설치 개선 문제와 관련해 예산 집행의 효율성, 설치 계획의 신뢰성, 그리고 교량 안전시설 확충에 대한 활발한 논의가 진행되었다. 특히 방범용 CCTV 운영 사업의 예산 불용 문제와 무인교통단속장비 구매 실적 간 괴리 현상이 주요 쟁점으로 부각되었다.

박영한 의원은 방범용 CCTV 사업에서 예산의 절반 이상이 집행되지 못하는 대표적 사례가 발생한 원인으로 명확한 이관 계획 부재를 지적했다. 또한 무인단속장비의 경우 2024년도 예산 편성 시 66대를 계획했으나 실제로는 139대를 구매해 예산 집행잔액이 발생한 점에 대해 구체적인 단가 산정 기준과 과다 책정 문제를 따져 물었다. 이에 자치경찰위원회 이용표 위원장은 조달청 기준단가를 적용해 예산을 편성했으나, 실제 낙찰가는 경쟁으로 인해 낮아져 남은 예산으로 추가 구매가 가능했다고 설명하며, 2025년부터는 전년도 낙찰가격을 반영한 예산 편성 방식을 도입할 계획임을 밝혔다.

한편, 김춘곤 의원은 한강교량에 설치된 CCTV가 투신사건 생존구조율 향상에 기여한 점을 언급하며, 2026년까지 가양대교를 포함한 7개 미설치 교량에 CCTV 및 안전난간 설치를 완료할 계획임을 확인했다. 또한 CCTV 설치 계약 방식은 조달구매를 원칙으로 하며, 특정제품 심의회를 통해 선정된 제품만을 사용한다고 밝혔다. 김 의원은 모든 교량에 자살방지시설을 신속히 설치하는 것이 중요하다고 강조했다.

이번 회의에서는 CCTV 설치와 관련한 예산 집행의 투명성과 효율성 제고, 그리고 시민 안전을 위한 교량 안전시설 확충이 핵심 과제로 제기되었다. 서울시의회는 관련 부서와 협력해 예산 편성 기준을 현실에 맞게 개선하고, 교량 안전시설 설치를 조속히 마무리하는 데 주력할 방침이다."
31,seoul,서울특별시의회 노인 복지시설 운영 문제를 기사로 작성해 달라.,"[143374, 143389, 140241, 118941, 142364]","서울시 노인 복지시설 운영 문제, 관리체계 개선 요구 목소리 커져

서울특별시의회에서는 최근 노인 복지시설 운영과 관련한 여러 문제점들이 집중적으로 제기되며, 관리체계의 전면적인 점검과 개선이 필요하다는 목소리가 높아지고 있다. 특히 시립중계노인전문요양원의 경우, ‘서울형 좋은돌봄 인증’을 받았음에도 불구하고 노인학대 사례와 코로나19 관리 부실로 인한 다수 사망자가 발생해 논란이 일었다. 이에 대해 서울시복지재단 측은 해당 기관의 인증이 2021년에 취소된 사실을 확인했으나, 여전히 해당 요양원 홈페이지에는 인증기관으로 홍보되고 있어 관리의 허점이 드러났다.

또한, 시립중계노인전문요양원을 운영하는 도우누리 협동조합의 이사회 구성에 대한 문제도 지적됐다. 이사회 이사 13명 중 12명이 협동조합원으로 구성되어 있어 독립적인 문제 제기와 개선 노력이 어려울 수 있다는 우려가 나왔다. 복지정책실은 해당 기관의 구조적 문제와 임금체불, 노조 갈등 등 여러 문제를 종합적으로 들여다보고 있으며, 조속한 대책 마련을 약속했다.

한편, 서울시 내 다수 노인복지관 위탁법인의 장기 운영에 대해서도 재점검 필요성이 제기됐다. 일부 법인은 10년 이상 위탁 운영 중으로, 운영의 적정성과 효율성에 대한 지속적인 관리와 평가가 요구되고 있다. 복지정책실은 위탁법인 선정 시 사업계획서 평가를 통해 우수 기관을 유치하고자 노력하고 있으나, 문어발식 위탁 운영에 대한 우려도 함께 인지하고 있다고 밝혔다.

아울러 고독사 예방을 위한 사업의 실효성에 대한 논의도 이어졌다. 야쿠르트 배달사업 등 방문형 복지 서비스가 고독사 예방에 효과적일 수 있으나, 시 차원의 예산 투입과 자치구별 사업 추진의 필요성을 검토 중이다. 복지정책실은 택배, 우편 배달원 등을 통한 이상 징후 신고 체계도 운영하고 있으나 한계가 있음을 인정하고, 보다 심도 있는 대책 마련을 약속했다.

서울시의회는 이처럼 노인 복지시설과 관련된 다양한 문제들이 반복적으로 노출되고 있는 만큼, 인증 관리 강화와 위탁법인 운영의 투명성 확보, 그리고 현장 중심의 실질적 복지 서비스 제공을 위한 제도 개선에 힘써야 한다는 데 의견을 모으고 있다. 앞으로도 시 집행부의 면밀한 점검과 적극적인 대응이 요구된다."
32,seoul,서울특별시의회에서 공공데이터 개방과 관련된 쟁점을 정리해 달라.,"[138467, 119177, 118787, 133147, 138151]","서울시 공공데이터 개방과 디지털 정책, 중복 시스템 관리 및 스마트도시 전략 논의

서울특별시의회에서는 최근 공공데이터 개방과 관련한 디지털 정책 전반에 대해 심도 깊은 논의가 이루어졌다. 임종국 의원의 질의에 따르면, 서울시는 여러 부서에서 각각 관리하는 애플리케이션(앱)들이 존재하며, 이들 앱에 대한 점검과 폐기 권고 사례도 있었다. 특히 ‘엠보팅’ 앱은 시민참여예산 축소와 업데이트 미흡으로 활용도가 떨어져 폐기 권고를 받았으나, 웹 서비스는 여전히 활성화되고 있어 앱 폐기 방향으로 검토 중이다.

디지털정책관 김진만 담당관은 앱 관리가 주로 홍보기획관 산하 뉴미디어담당관실에서 이루어지며, 신규 시스템 구축 시에는 디지털정책관이 예산 타당성 검토를 수행한다고 설명했다. 다만, 여러 시스템의 중복 문제에 대해서는 통합을 유도하고 있으나 업무 특성상 완전한 통합은 어려운 점도 있다고 밝혔다. 유지보수 예산의 불가피성을 인정하면서도, 지속적인 평가를 통해 이용률이 낮거나 수명이 다한 시스템은 폐기하고, 통합 가능한 부분은 적극 추진할 계획임을 밝혔다.

한편, 공공데이터 품질 문제와 빅데이터 활용에 대한 언론 보도에 대해 김 담당관은 일부 비판적 의견에 대해 과도한 표현이 있다고 평가하면서도, 서울시가 민간과 협력해 13종 이상의 융합 데이터를 개발하는 등 공공데이터 활용을 확대하고 있음을 강조했다. 또한, 스마트도시 구현과 관련해 5년 주기로 마스터플랜을 수립하며 신기술 도입을 선도하고 있으나, 메타버스 사업의 경우 방문자 수만으로 성공을 판단하지 않고 시민 참여 활성화와 교육적 콘텐츠 제공에 중점을 두고 있다고 밝혔다.

서울시의회 민병주 위원장은 디지털재단과 디지털정책관 간 상호보완적 관계를 강조하며, 최근 공공데이터에 대한 부정적 언론 보도에 대해 직접 전문가와 소통해 사실관계를 명확히 할 필요성을 제기했다. 이에 대해 김진만 담당관은 전문가 의견을 존중하면서도 서울시의 현실적인 한계와 차이를 설명하며, 앞으로도 데이터 품질 향상과 신기술 도입에 노력하겠다고 답변했다.

이번 회의에서는 공공데이터 개방과 디지털 정책의 효율적 운영, 중복 시스템의 통합 및 폐기, 민간과의 협력 강화, 그리고 스마트도시 전략 수립의 중요성이 부각되었다. 서울시는 이러한 과제들을 해결하기 위해 체계적인 평가와 협업을 통해 지속가능한 디지털 행정을 구현해 나갈 계획이다."
33,seoul,서울특별시의회 어린이 보호구역 교통안전 문제 논의를 기사로 작성해 달라.,[140687],"서울시의회, 어린이 보호구역 교통안전 강화 및 교육예산 확대 논의

서울특별시의회에서 어린이 보호구역(스쿨존) 내 교통안전 문제와 관련해 적극적인 대책 마련이 필요하다는 목소리가 제기됐다. 김형재 의원은 최근 본회의장에서 어린이 교통사고를 “어른들의 미필적 고의에 의한 살인”로 규정하며, 하굣길 교통안전도우미 사업의 조속한 도입과 예산 증액을 강력히 요청했다. 현재 서울시 산하 11개 교육지원청에 2~3억 원씩 예산을 지원하면 교통안전도우미 채용이 가능할 것으로 보고, 이번 하반기부터라도 사업을 추진할 것을 제안했다.

이에 대해 기획조정실장 오성배는 교육청 차원에서도 관련 사업 추진 필요성을 인식하고 있으며, 이번 추경 예산에 반영하는 방안을 검토하겠다고 답변했다. 다만 추경의 성격상 즉각적인 반영에는 어려움이 있으나, 향후 적극적으로 검토하겠다는 입장을 밝혔다. 또한, 스쿨존 내 미비한 시설에 대해서는 교육지원청이 관할 구청에 보완 요청을 하는 방안도 논의되었다.

한편, 김 의원은 어린이 교통안전 문제와 함께 통일안보교육 예산과 운영 실태도 지적했다. 올해 하반기 통일안보교육 예산이 1억 원 편성된 점을 두고, 전체 학생 수(약 84만 명)에 비해 참여 인원이 1,200여 명에 불과한 점을 문제 삼았다. 교육청 평생진로교육국장 구자희는 학교별 자체 행사와 현장체험을 통해 일부 교육이 진행되고 있다고 설명하면서도, 예산 확대와 인원 증원을 위해 노력하겠다고 밝혔다.

이번 논의는 어린이 보호구역 안전 강화와 함께 교육 예산의 실질적 확대 및 효율적 집행이 필요하다는 공감대를 형성했다. 서울시의회는 교육지원청과 구청 간 협력 체계를 강화하고, 교통안전도우미 사업과 통일안보교육의 내실 있는 추진을 위한 예산 확보에 지속적으로 힘쓸 계획이다."
